year,month,day,hour,minute,cause,text,status
2015,4,11,11,30,交通意外,窩打老道去沙田,最新
2015,4,11,11,28,交通意外,粉嶺公路去上水,最新
2015,4,11,11,5,交通意外,龍翔道去觀塘,清理
2015,4,11,10,55,交通意外,大老山公路去大埔,清理
2015,4,11,10,52,交通意外,西貢公路去西貢,清理
2015,4,11,10,8,交通意外,龍翔道去觀塘,最新
2015,4,11,10,5,交通意外,大老山公路去大埔,最新
2015,4,11,10,0,交通意外,花園道去金鐘道,清理
2015,4,11,9,51,壞車,大欖隧道去九龍,清理
2015,4,11,9,35,交通意外,西貢公路去西貢,最新
2015,4,11,9,33,交通意外,康莊道去何文田,最新
2015,4,11,9,31,交通意外,窩打老道去尖沙咀,最新
2016,12,18,16,9,緊急維修,觀塘道去油塘,最新
2016,12,18,15,54,交通意外,葵涌道去荃灣,最新
2016,12,18,15,45,修路工程,窩打老道去尖沙咀,跟進
2016,12,18,15,10,交通意外,夏慤道去中環,清理
2016,12,18,13,27,交通意外,夏慤道去中環,最新
2016,12,18,13,16,修路工程,窩打老道去尖沙咀,跟進
2016,12,18,13,0,修路工程,窩打老道去尖沙咀,最新
2016,12,18,11,33,修路工程,彌敦道去尖沙咀,最新
2016,12,18,11,0,修路工程,呈祥道去觀塘,最新
2016,12,18,10,42,修路工程,柯士甸道近漆咸道南,最新
2016,12,18,10,37,交通意外,連翔道去西隧,清理
2016,12,18,10,0,交通意外,連翔道去西隧,最新
2016,12,18,8,24,修路工程,葵福路去荃灣,清理
2016,12,18,5,0,交通意外,屯門公路去屯門,清理
2016,12,17,22,20,交通意外,葵涌道去荃灣,清理
2016,12,17,20,20,交通意外,葵涌道去荃灣,跟進
2015,4,11,9,6,壞車,大欖隧道去九龍,最新
2015,4,11,9,4,壞車,龍翔道去荃灣,最新
2015,4,11,9,2,爆水管,長沙灣道去旺角,最新
2015,4,11,8,33,交通意外,大埔道去九龍,清理
2015,4,11,7,58,交通意外,大埔道去九龍,最新
2015,4,11,2,45,交通意外,觀塘道去旺角,清理
2015,4,11,1,8,交通意外,觀塘道去旺角,最新
2015,4,10,23,8,交通意外,觀塘繞道去將軍澳,清理
2015,4,10,22,31,壞車,荃灣路去屯門,清理
2015,4,10,20,1,壞車,荃灣路去屯門,最新
2015,4,10,19,57,交通意外,觀塘繞道去旺角,清理
2015,4,10,19,50,交通意外,觀塘繞道去將軍澳,跟進
2015,4,10,19,47,交通意外,觀塘繞道去旺角,最新
2015,4,10,19,22,交通意外,觀塘繞道去將軍澳,最新
2015,4,10,19,20,壞車,龍翔道去荃灣,清理
2015,4,10,19,1,交通意外,花園道去金鐘道,最新
2015,4,10,18,38,壞車,吐露港公路去九龍,最新
2015,4,10,18,37,交通意外,東隧道過九龍,最新
2015,4,10,18,30,交通意外,亞皆老街去大角咀,清理
2015,4,10,18,28,交通意外,亞皆老街去大角咀,最新
2015,4,10,17,44,交通意外,漆咸道北去觀塘,清理
2015,4,10,17,29,交通意外,漆咸道北去觀塘,最新
2015,4,10,13,4,交通意外,公主道過海,清理
2015,4,10,12,32,交通意外,公主道過海,最新
2015,4,10,12,7,交通意外,龍翔道去觀塘,清理
2015,4,10,11,31,交通意外,龍翔道去觀塘,最新
2015,4,10,10,33,交通意外,亞皆老街去九龍城,清理
2015,4,10,10,5,交通意外,公主道過海,清理
2015,4,10,10,3,交通意外,亞皆老街去九龍城,最新
2015,4,10,9,35,交通意外,公主道過海,最新
2015,4,10,9,33,壞車,吐露港公路去九龍,清理
2015,4,10,9,3,交通意外,東隧道過九龍,清理
2015,4,10,8,40,交通意外,漆咸道北去九龍城,最新
2015,4,10,8,35,壞車,龍翔道去觀塘,最新
2015,4,10,8,0,交通意外,柯士甸道去紅磡港鐵站,清理
2015,4,10,7,58,交通意外,柯士甸道去紅磡港鐵站,最新
2015,4,10,6,8,爆水管,何文田孝民街,清理
2015,4,10,5,20,交通意外,窩打老道去尖沙咀,清理
2015,4,10,2,0,爆水管,連翔道支路去尖沙咀,清理
2015,4,10,1,28,交通意外,窩打老道去尖沙咀,跟進
2015,4,10,1,5,交通意外,窩打老道去尖沙咀,最新
2015,4,9,23,58,交通意外,紅棉路上山方向,清理
2015,4,9,22,0,交通意外,漆咸道北去油麻地,清理
2015,4,9,20,1,壞車,呈祥道去荃灣,清理
2015,4,9,20,0,壞車,呈祥道去荃灣,跟進
2015,4,9,19,39,交通意外,漆咸道北去油麻地,最新
2015,4,9,19,28,交通意外,漆咸道北去九龍城,清理
2015,4,9,19,27,壞車,龍翔道去觀塘,清理
2015,4,9,19,1,壞車,龍翔道去荃灣,清理
2015,4,9,19,0,壞車,龍翔道去荃灣,最新
2015,4,9,18,24,壞車,龍翔道去荃灣,清理
2015,4,9,17,59,交通意外,廣東道去梳士巴利道,清理
2015,4,9,16,26,交通意外,廣東道去梳士巴利道,最新
2015,4,9,16,10,壞車,龍翔道去荃灣,最新
2015,4,9,16,0,交通意外,啟德隧道去尖沙咀,清理
2015,4,9,15,59,交通意外,啟德隧道去尖沙咀,最新
2015,4,9,15,21,壞車,屯門公路去屯門,清理
2015,4,9,15,2,交通意外,粉嶺公路去九龍,清理
2015,4,9,11,36,壞車,屯門公路去屯門,跟進
2015,4,9,11,31,交通意外,粉嶺公路去九龍,最新
2015,4,9,11,5,壞車,屯門公路去屯門,最新
2015,4,9,11,2,壞車,太子道東去觀塘,清理
2015,4,9,10,33,交通意外,紅棉路上山方向,最新
2015,4,9,9,33,壞車,呈祥道去荃灣,最新
2015,4,9,9,2,火警,薄扶林沙灣徑,清理
2015,4,9,8,10,火警,薄扶林沙灣徑,最新
2015,4,9,2,27,爆水管,葵涌和宜合道,清理
2015,4,9,1,45,交通意外,亞皆老街去大角咀,清理
2015,4,9,0,50,交通意外,亞皆老街去大角咀,跟進
2015,4,8,19,50,交通意外,漆咸道北去觀塘,清理
2015,4,8,19,29,交通意外,漆咸道北去觀塘,最新
2015,4,8,19,28,交通意外,亞皆老街去大角咀,最新
2015,4,8,19,3,爆水管,連翔道支路去尖沙咀,最新
2015,4,8,19,1,突發事件,觀塘宜安街,清理
2015,4,8,17,30,突發事件,觀塘宜安街,最新
2015,4,8,16,49,交通意外,彌敦道去尖沙咀,清理
2015,4,8,15,44,爆水管,葵涌和宜合道,跟進
2015,4,8,15,26,交通意外,彌敦道去尖沙咀,最新
2015,4,8,15,6,壞車,太子道東去觀塘,最新
2015,4,8,15,3,爆水管,何文田孝民街,最新
2015,4,8,15,2,交通意外,渡船街天橋去紅磡,最新
2015,4,8,14,33,交通意外,荃灣路去九龍,清理
2015,4,8,14,31,交通意外,荃灣路去九龍,跟進
2015,4,8,12,22,交通意外,荃灣路去九龍,最新
2015,4,8,10,33,爆水管,金鐘添馬街,清理
2015,4,8,10,4,爆水管,葵涌和宜合道,最新
2015,4,8,6,20,交通意外,太子道西去觀塘,清理
2015,4,8,5,15,交通意外,太子道西去觀塘,最近
2015,4,7,16,18,交通意外,屯門公路去九龍,清理
2015,4,7,15,48,交通意外,屯門公路去九龍,最新
2015,4,7,15,20,爆水管,金鐘添馬街,跟進
2015,4,7,14,42,交通意外,康莊道去何文田,清理
2015,4,7,10,37,爆水管,金鐘添馬街,最新
2015,4,7,10,3,交通意外,康莊道去何文田,最新
2015,4,7,9,40,交通意外,渡船街天橋去紅磡,清理
2015,4,7,9,32,爆水管,彩霞道去振華道,最新
2015,4,7,8,26,爆水管,紅磡寶其利街去機利士南路,清理
2015,4,7,7,17,交通意外,加士居道天橋去油麻地,清理
2015,4,7,6,16,交通意外,加士居道天橋去油麻地,最新
2015,4,6,22,22,交通意外,康莊道去何文田,清理
2015,4,6,22,1,交通意外,康莊道去何文田,最新
2015,4,6,20,59,爆水管,尖東科學館道,最新
2015,4,6,20,31,停車場已滿,屯門黃金泳灘,最新
2015,4,6,18,15,交通意外,屯門公路去屯門,清理
2015,4,6,15,32,交通意外,屯門公路去屯門,最新
2015,4,6,15,31,交通意外,窩打老道去沙田,清理
2015,4,6,15,1,交通意外,柯士甸道去九龍站,清理
2015,4,6,14,28,爆水管,紅磡寶其利街去機利士南路,最新
2015,4,6,14,5,停車場已滿,海洋公園停車場,最新
2015,4,6,13,33,停車場已滿,西貢清水灣2灘以及大坳門,最新
2015,4,6,13,5,爆水管,尖東科學館道,清理
2015,4,6,13,0,爆水管,英皇道去銅鑼灣,清理
2015,4,6,11,27,交通意外,柯士甸道去九龍站,跟進
2015,4,6,11,6,交通意外,柯士甸道去九龍站,最新
2015,4,6,10,59,火警,大嶼山東涌道,清理
2015,4,6,10,34,爆水管,英皇道去銅鑼灣,最新
2015,4,5,20,18,火警,大嶼山東涌道,最新
2015,4,5,18,13,交通意外,大老山隧道去九龍,清理
2015,4,5,14,27,交通意外,大老山隧道去九龍,最新
2015,4,5,12,21,交通意外,大河道去荃灣西站,清理
2015,4,5,11,3,交通意外,大河道去荃灣西站,最新
2015,4,5,10,2,修路工程,公主道天橋去沙田,清理
2015,4,5,9,2,爆水管,旺角道去洗衣街,清理
2015,4,4,15,12,交通意外,亞皆老街去大角咀,清理
2015,4,4,14,40,交通意外,亞皆老街去大角咀,最新
2015,4,4,13,56,交通意外,觀塘繞道去觀塘,清理
2015,4,4,13,0,交通意外,窩打老道去沙田,跟進
2015,4,4,11,36,交通意外,窩打老道去沙田,最新
2015,4,4,11,35,交通意外,觀塘繞道去觀塘,最新
2015,4,4,10,35,交通意外,呈祥道去觀塘,最新
2015,4,4,10,32,爆水管,利東邨道去利東邨,清理
2015,4,4,9,33,爆水管,窩打老道去尖沙咀,清理
2015,4,3,22,25,爆水管,田心街去紅梅谷路,最新
2015,4,3,18,5,壞車,鯉魚門道去旺角,清理
2015,4,3,13,3,壞車,鯉魚門道去旺角,跟進
2015,4,3,13,0,爆水管,窩打老道去尖沙咀,最新
2015,4,3,12,30,爆水管,東京街去李鄭屋邨,清理
2015,4,3,12,14,壞車,鯉魚門道去旺角,最新
2015,4,3,12,12,修路工程,屯門公路去九龍,最新
2015,4,3,11,39,爆水管,旺角道去洗衣街,最新
2015,4,3,11,7,爆水管,堅道近卑利街,清理
2015,4,3,8,41,修路工程,公主道天橋去沙田,最新
2015,4,3,6,6,交通意外,呈祥道去觀塘,清理
2015,4,2,20,3,交通意外,呈祥道去觀塘,跟進
2015,4,2,19,51,交通意外,粉嶺公路去元朗,清理
2015,4,2,19,30,交通意外,粉嶺公路去元朗,最新
2015,4,2,17,57,交通意外,窩打老道去九龍塘,清理
2015,4,2,17,28,交通意外,窩打老道去九龍塘,最新
2015,4,2,17,4,交通意外,獅子山隧道公路去沙田,清理
2015,4,2,16,34,交通意外,獅子山隧道公路去大埔,最新
2015,4,2,16,2,壞車,漆咸道北去油麻地,清理
2015,4,2,15,27,交通意外,興芳路去葵興,清理
2015,4,2,13,6,壞車,漆咸道北去油麻地,最新
2015,4,2,12,24,爆水管,利東邨道去利東邨,最新
2015,4,2,11,58,交通意外,皇珠路去屯門公路,清理
2015,4,2,11,45,交通意外,興芳路去葵興,最新
2015,4,2,11,27,交通意外,皇珠路去屯門公路,最新
2015,4,2,11,20,壞車,觀塘繞道去旺角,清理
2015,4,2,10,39,交通意外,屯門公路去屯門,清理
2015,4,2,10,31,交通意外,屯門公路去屯門,最新
2016,12,17,19,40,交通意外,窩打老道去沙田,跟進
2016,12,17,19,0,交通意外,窩打老道去沙田,最新
2016,12,17,18,30,壞車,長青隧道去機場,清理
2016,12,17,18,19,壞車,長青隧道去機場,最新
2016,12,17,18,5,交通意外,將軍澳道去觀塘,清理
2016,12,17,17,50,交通意外,將軍澳道去觀塘,最新
2016,12,17,17,20,壞車,獅子山隧道公路去九龍,清理
2016,12,17,16,45,壞車,獅子山隧道公路去九龍,最新
2016,12,17,13,16,交通意外,觀塘道去旺角,清理
2016,12,17,12,57,交通意外,大埔公路去大埔,清理
2016,12,17,12,54,交通意外,大埔公路去大埔,最新
2016,12,17,12,51,交通意外,觀塘道去旺角,最新
2016,12,17,12,34,壞車,呈祥道去荃灣,清理
2016,12,17,12,32,壞車,呈祥道去荃灣,最新
2016,12,17,11,59,交通意外,屯門公路去屯門,最新
2016,12,17,11,50,交通意外,窩打老道去沙田,清理
2015,4,2,10,4,交通意外,啟德隧道去觀塘,跟進
2015,4,2,10,3,交通意外,啟德隧道去觀塘,最新
2015,4,2,9,31,壞車,獅子山隧道公路去九龍,清理
2015,4,2,9,20,壞車,獅子山隧道公路去九龍,最新
2015,4,2,9,3,交通意外,龍翔道去觀塘,清理
2015,4,2,8,38,交通意外,龍翔道去觀塘,跟進
2015,4,2,8,29,爆水管,堅道近卑利街,清理
2015,4,2,8,2,交通意外,龍翔道去觀塘,最新
2015,4,2,8,0,爆水管,堅道近卑利街,最新
2015,4,2,7,15,爆水管,薄扶林道去中環,清理
2015,4,2,7,5,爆水管,薄扶林道去中環,最新
2015,4,2,5,55,突發事件,太子道東去觀塘,清理
2015,4,1,21,3,突發事件,太子道東去觀塘,最新
2015,4,1,20,0,交通意外,觀塘道去龍翔道,清理
2015,4,1,19,33,壞車,觀塘繞道去旺角,最新
2015,4,1,19,23,交通意外,啟德隧道去觀塘,清理
2015,4,1,19,5,交通意外,觀塘道去龍翔道,最新
2015,4,1,19,3,交通意外,染布房街去旺角火車站,清理
2015,4,1,19,1,壞車,鯉魚門道去旺角,最新
2015,4,1,18,33,壞車,龍翔道去觀塘,最新
2015,4,1,18,31,交通意外,染布房街去旺角火車站,最新
2015,4,1,18,29,交通意外,窩打老道去沙田,清理
2015,4,1,17,56,交通意外,窩打老道去沙田,最新
2015,4,1,17,3,交通意外,漆咸道北去尖沙咀,清理
2015,4,1,16,35,交通意外,漆咸道北去尖沙咀,最新
2015,4,1,16,33,交通意外,夏愨道去灣仔,清理
2015,4,1,16,6,壞車,龍翔道去荃灣,清理
2015,4,1,15,35,爆水管,東京街去李鄭屋邨,最新
2015,4,1,15,33,交通意外,夏愨道去灣仔,最新
2015,4,1,15,22,壞車,龍翔道去荃灣,最新
2015,4,1,15,3,壞車,龍翔道去觀塘,清理
2015,4,1,15,1,壞車,鯉魚門道去旺角,清理
2015,4,1,13,40,壞車,皇后大道中去上環,清理
2015,4,1,13,1,壞車,皇后大道中去上環,最新
2015,4,1,12,55,壞車,彌敦道去尖沙咀碼頭,清理
2015,4,1,12,32,壞車,彌敦道去尖沙咀碼頭,最新
2015,4,1,10,20,交通意外,界限街去觀塘,清理
2015,4,1,9,40,交通意外,東區走廊去柴灣,清理
2015,4,1,9,25,交通意外,屯門公路去九龍,清理
2015,4,1,8,42,交通意外,界限街去觀塘,最新
2015,4,1,8,40,交通意外,屯門公路去九龍,最新
2015,4,1,8,25,交通意外,東區走廊去柴灣,最新
2015,4,1,8,20,交通意外,柴灣吉勝街,清理
2015,4,1,8,19,交通意外,大嶼山嶼南道近荔枝園村,清理
2015,3,31,20,34,交通意外,大嶼山嶼南道近荔枝園村,最新
2015,3,31,20,32,交通意外,龍翔道去觀塘,清理
2015,3,31,20,4,交通意外,德士古道去楊屋道,清理
2015,3,31,19,25,交通意外,德士古道去楊屋道,最新
2015,3,31,18,57,交通意外,龍翔道去觀塘,清理
2015,3,31,18,33,交通意外,金鐘道去銅鑼灣,最新
2015,3,31,18,25,交通意外,龍翔道去觀塘,最新
2015,3,31,18,11,交通意外,柴灣吉勝街,跟進
2015,3,31,17,57,交通意外,柴灣吉勝街,跟進
2015,3,31,17,33,交通意外,屯門青山公路去荃灣,清理
2015,3,31,16,32,交通意外,柴灣吉勝街,最新
2015,3,31,16,7,交通意外,屯門青山公路去荃灣,最新
2015,3,31,15,58,交通意外,渡船街天橋去紅磡,清理
2015,3,31,15,32,壞車,龍翔道去荃灣,清理
2015,3,31,14,31,交通意外,渡船街天橋去紅磡,最新
2015,3,31,14,5,壞車,龍翔道去荃灣,最新
2015,3,31,14,2,交通意外,屯門公路去屯門,清理
2015,3,31,13,33,交通意外,屯門公路去屯門,跟進
2015,3,31,10,36,交通意外,龍翔道去觀塘,最新
2015,3,31,10,5,交通意外,金鐘道去銅鑼灣,清理
2015,3,31,9,35,壞車,啟德隧道去觀塘,最新
2015,3,31,9,33,交通意外,獅子山隧道公路去九龍,清理
2015,3,31,9,2,交通意外,公主道去尖沙咀,清理
2015,3,31,9,1,交通意外,獅子山隧道公路去九龍,最新
2015,3,31,8,35,交通意外,公主道去尖沙咀,最新
2015,3,31,8,32,爆水管,觀塘道去油塘,清理
2015,3,31,8,3,交通意外,亞皆老街去旺角,清理
2015,3,31,5,38,爆水管,觀塘道去油塘,跟進
2015,3,30,20,1,交通意外,堅拿道天橋去紅隧,清理
2015,3,30,19,20,交通意外,亞皆老街去旺角,最新
2015,3,30,19,20,交通意外,堅拿道天橋去紅隧,最新
2015,3,30,19,18,爆水管,觀塘道去油塘,跟進
2015,3,30,18,47,壞車,告士打道去北角,清理
2015,3,30,17,25,壞車,告士打道去北角,最新
2015,3,30,16,0,交通意外,屯門公路去屯門,最新
2015,3,30,15,15,壞車,啟德隧道去觀塘,清理
2015,3,30,15,10,交通意外,觀塘道去旺角,清理
2015,3,30,14,31,壞車,觀塘道去油塘,清理
2015,3,30,12,36,壞車,觀塘道去油塘,最新
2015,3,30,11,34,交通意外,吐露港公路去九龍,清理
2015,3,30,11,3,交通意外,觀塘道去旺角,最新
2015,3,30,10,9,爆水管,觀塘道去油塘,跟進
2015,3,30,10,6,壞車,龍翔道去觀塘,清理
2015,3,30,9,36,交通意外,吐露港公路去九龍,最新
2015,3,30,9,34,壞車,龍翔道去觀塘,跟進
2015,3,30,9,32,壞車,屯門公路去九龍,清理
2015,3,30,9,6,爆水管,觀塘道去油塘,跟進
2015,3,30,9,5,壞車,屯門公路去九龍,最新
2015,3,30,8,54,壞車,龍翔道去觀塘,最新
2015,3,30,8,36,交通意外,天樂里近軒尼詩道,清理
2015,3,30,8,35,交通意外,花園道去羅便臣道,清理
2015,3,29,22,8,交通意外,花園道去羅便臣道,最新
2015,3,29,21,5,交通意外,天樂里近軒尼詩道,跟進
2015,3,29,20,30,壞車,西貢公路去西貢,清理
2015,3,29,19,30,交通意外,天樂里近軒尼詩道,跟進
2015,3,29,19,20,交通意外,天樂里近軒尼詩道,最新
2015,3,29,18,29,壞車,西貢公路去西貢,最新
2015,3,29,18,0,交通意外,馬頭圍道去尖沙咀,清理
2015,3,29,17,40,交通意外,馬頭圍道去尖沙咀,最新
2015,3,29,10,3,突發事件,獅子山隧道公路去沙田,清理
2015,3,29,9,30,突發事件,獅子山隧道公路去沙田,跟進
2015,3,29,0,2,爆水管,觀塘康寧道,清理
2015,3,28,23,18,突發事件,獅子山隧道公路去沙田,最新
2015,3,28,22,10,壞車,將軍澳隧道公路去將軍澳,清理
2015,3,28,22,5,壞車,將軍澳隧道公路去將軍澳,最新
2015,3,28,20,5,交通意外,龍翔道去荃灣,清理
2015,3,28,19,50,爆水管,觀塘道近觀塘港鐵站,最新
2015,3,28,18,14,交通意外,天樂里近軒尼詩道,跟進
2015,3,28,18,11,壞車,鴻興道去紅隧,最新
2015,3,28,17,30,交通意外,龍翔道去荃灣,最新
2015,3,28,17,20,交通意外,元朗公路去上水,清理
2015,3,28,17,15,交通意外,元朗公路去上水,最新
2015,3,28,13,2,壞車,汀九橋去大欖隧道,清理
2015,3,28,11,58,壞車,汀九橋去大欖隧道,最新
2015,3,28,11,2,爆水管,元朗合財街,清理
2015,3,28,10,28,交通意外,告士打道去中環,清理
2015,3,28,9,31,交通意外,告士打道去中環,最新
2015,3,28,9,29,交通意外,北大嶼山公路去機場,清理
2015,3,28,9,8,爆水管,觀塘康寧道,最新
2015,3,28,7,0,交通意外,北大嶼山公路去機場,最新
2015,3,28,6,57,交通意外,北大嶼山公路去九龍,清理
2015,3,28,6,24,交通意外,北大嶼山公路去九龍,最新
2015,3,28,0,41,壞車,鴻興道去紅隧,清理
2015,3,28,0,0,交通意外,龍翔道去荃灣,跟進
2015,3,27,20,10,交通意外,青山公路去元朗,最新
2015,3,27,19,36,交通意外,屯門公路去元朗,清理
2015,3,27,19,33,壞車,屯門公路去屯門,清理
2015,3,27,19,6,壞車,亞皆老街天橋去大角咀,最新
2015,3,27,19,5,壞車,屯門公路去屯門,跟進
2015,3,27,18,37,交通意外,屯門公路去元朗,跟進
2015,3,27,18,36,壞車,屯門公路去屯門,跟進
2015,3,27,18,35,交通意外,屯門公路去元朗,跟進
2015,3,27,17,58,冧樹,馬己仙峽道上山方向,清理
2015,3,27,17,57,交通意外,屯門公路去元朗,跟進
2015,3,27,17,29,壞車,屯門公路去屯門,跟進
2015,3,27,17,2,冧樹,馬己仙峽道上山方向,最新
2015,3,27,17,0,交通意外,屯門公路去元朗,最新
2015,3,27,16,36,壞車,屯門公路去屯門,跟進
2015,3,27,16,32,交通意外,青山公路去元朗,清理
2015,3,27,16,12,壞車,亞皆老街天橋去大角咀,清理
2015,3,27,16,10,交通意外,新田公路去元朗,跟進
2015,3,27,15,36,交通意外,漆咸道北去尖沙咀,清理
2015,3,27,15,32,交通意外,新田公路去元朗,最新
2015,3,27,15,6,交通意外,漆咸道北去尖沙咀,最新
2015,3,27,14,57,交通意外,獅子山隧道公路去九龍,清理
2015,3,27,14,33,交通意外,獅子山隧道公路去九龍,跟進
2015,3,27,14,24,交通意外,獅子山隧道公路去九龍,跟進
2015,3,27,13,58,交通意外,獅子山隧道公路去九龍,最新
2015,3,27,13,31,交通意外,告士打道去北角,清理
2015,3,27,12,59,交通意外,告士打道去北角,最新
2015,3,27,11,45,交通意外,觀塘繞道去旺角,清理
2015,3,27,11,27,交通意外,旺角道去洗衣街,清理
2015,3,27,9,58,交通意外,觀塘繞道去旺角,最新
2015,3,27,9,28,交通意外,旺角道去洗衣街,最新
2015,3,27,9,15,交通意外,新田公路去元朗,清理
2015,3,27,8,50,壞車,屯門公路去屯門,最新
2016,12,17,9,30,修路工程,窩打老道去沙田,清理
2016,12,17,9,4,交通意外,窩打老道去沙田,跟進
2016,12,17,6,15,交通意外,西貢公路去西貢,清理
2016,12,16,22,22,交通意外,鯉魚門道去旺角,清理
2016,12,16,20,2,交通意外,龍翔道去觀塘,清理
2016,12,16,20,0,交通意外,西貢公路去西貢,最新
2016,12,16,19,33,交通意外,鯉魚門道去旺角,最新
2016,12,16,19,23,交通意外,龍翔道去觀塘,最新
2016,12,16,19,13,交通意外,粉嶺公路去九龍,清理
2016,12,16,19,10,交通意外,觀塘繞道去旺角,清理
2016,12,16,18,58,交通意外,觀塘繞道去旺角,最新
2016,12,16,18,55,交通意外,粉嶺公路去九龍,最新
2016,12,16,18,30,修路工程,葵福路去荃灣,最新
2016,12,16,18,20,修路工程,窩打老道去沙田,最新
2016,12,16,16,5,交通意外,窩打老道去沙田,清理
2016,12,16,16,0,交通意外,窩打老道去沙田,最新
2015,3,27,7,59,交通意外,呈祥道去觀塘,最新
2015,3,27,7,40,壞車,漆咸道北去九龍城,最新
2015,3,27,7,14,爆水管,元朗合財街,最新
2015,3,27,7,7,壞車,干諾道西天橋去西環,清理
2015,3,27,6,53,壞車,干諾道西天橋去西環,跟進
2015,3,26,19,30,爆水管,彌敦道去深水埗,最新
2015,3,26,19,1,壞車,干諾道西天橋去西環,最新
2015,3,26,18,50,交通意外,漆咸道北去觀塘,清理
2015,3,26,18,34,交通意外,漆咸道北去觀塘,最新
2015,3,26,18,28,壞車,龍翔道去荃灣,清理
2015,3,26,18,15,壞車,龍翔道去荃灣,最新
2015,3,26,17,57,交通意外,觀塘繞道去東隧,清理
2015,3,26,17,28,交通意外,康莊道去何文田,清理
2015,3,26,16,32,交通意外,聯合道去九龍塘,清理
2015,3,26,16,12,交通意外,呈祥道去觀塘,清理
2015,3,26,16,8,壞車,漆咸道北去九龍城,清理
2015,3,26,16,5,交通意外,聯合道去九龍塘,最新
2015,3,26,16,2,交通意外,龍翔道去荃灣,清理
2015,3,26,15,35,交通意外,龍翔道去荃灣,最新
2015,3,26,15,34,交通意外,馬頭涌道去觀塘,清理
2015,3,26,15,1,突發事件,港鐵東鐵線大圍站,清理
2015,3,26,14,32,交通意外,鯉魚門道去旺角,清理
2015,3,26,14,30,交通意外,馬頭涌道去觀塘,最新
2015,3,26,14,6,突發事件,港鐵東鐵線大圍站,最新
2015,3,26,14,1,交通意外,鯉魚門道去旺角,最新
2015,3,26,13,35,交通意外,內告士打道去中環,清理
2015,3,26,13,5,交通意外,屯門公路去屯門,清理
2015,3,26,13,4,交通意外,內告士打道去中環,最新
2015,3,26,12,30,交通意外,屯門公路去屯門,最新
2015,3,26,12,25,爆水管,葵涌梨木道去青山公路,清理
2015,3,26,11,29,交通意外,觀塘繞道去東隧,最新
2015,3,26,10,55,交通意外,康莊道去何文田,最新
2015,3,26,10,25,壞車,龍翔道去觀塘,清理
2015,3,26,10,1,壞車,龍翔道去觀塘,跟進
2015,3,26,9,39,壞車,龍翔道去觀塘,跟進
2015,3,26,9,31,交通意外,龍翔道去荃灣,清理
2015,3,26,9,0,壞車,龍翔道去荃灣,清理
2015,3,26,8,42,壞車,龍翔道去觀塘,最新
2015,3,26,8,35,交通意外,龍翔道去荃灣,最新
2015,3,26,8,34,交通意外,屯門公路去九龍,清理
2015,3,26,8,33,壞車,龍翔道去荃灣,最新
2015,3,26,8,1,交通意外,屯門公路去九龍,最新
2015,3,26,7,29,爆水管,大埔汀角路去富亨邨,清理
2015,3,26,7,11,交通意外,東區走廊去柴灣,清理
2015,3,25,21,15,交通意外,軒尼詩道去北角,清理
2015,3,25,19,28,交通意外,落馬洲路去管制站,清理
2015,3,25,19,6,交通意外,龍翔道去觀塘,清理
2015,3,25,19,5,交通意外,龍翔道去觀塘,最新
2015,3,25,19,3,交通意外,荃灣路去九龍,清理
2015,3,25,19,3,交通意外,干諾道中去上環,最新
2015,3,25,18,36,交通意外,軒尼詩道去北角,最新
2015,3,25,18,34,交通意外,東區走廊去柴灣,最新
2015,3,25,18,32,交通意外,落馬洲路去管制站,最新
2015,3,25,18,31,交通意外,荃灣路去九龍,最新
2015,3,25,18,30,交通意外,沙頭角公路去沙頭角,清理
2015,3,25,17,57,交通意外,渡船街天橋去紅磡,清理
2015,3,25,17,5,交通意外,渡船街天橋去紅磡,最新
2015,3,25,17,2,交通意外,沙頭角公路去沙頭角,最新
2015,3,25,16,51,交通意外,告士打道去北角,清理
2015,3,25,16,32,交通意外,告士打道去北角,跟進
2015,3,25,13,4,交通意外,獅子山隧道公路去沙田,清理
2015,3,25,12,59,交通意外,告士打道去北角,最新
2015,3,25,12,52,交通意外,東區走廊去柴灣,跟進
2015,3,25,12,49,交通意外,干諾道中去上環,清理
2015,3,25,12,30,壞車,龍翔道去荃灣,最新
2015,3,25,12,26,爆水管,葵涌梨木道去青山公路,最新
2015,3,25,11,50,交通意外,太子道東去觀塘,清理
2015,3,25,10,57,交通意外,太子道東去觀塘,最新
2015,3,25,10,10,交通意外,歌和老街去深水埗,清理
2015,3,25,9,30,交通意外,告士打道去北角,清理
2015,3,25,9,20,交通意外,歌和老街去深水埗,最新
2015,3,25,9,14,交通意外,告士打道去北角,最新
2015,3,25,9,7,火警,彌敦道去尖沙咀,清理
2015,3,25,8,27,火警,彌敦道去尖沙咀,跟進
2015,3,25,5,52,火警,彌敦道去尖沙咀,跟進
2015,3,25,0,35,火警,彌敦道去尖沙咀,最新
2015,3,25,0,25,交通意外,龍翔道去荃灣,清理
2015,3,25,0,11,交通意外,窩打老道去尖沙咀,清理
2015,3,24,19,59,交通意外,獅子山隧道公路去沙田,最新
2015,3,24,19,57,壞車,龍翔道去荃灣,清理
2015,3,24,19,35,交通意外,干諾道西天橋去西環,清理
2015,3,24,19,33,交通意外,干諾道西天橋去西環,最新
2015,3,24,17,4,交通意外,界限街去觀塘,清理
2015,3,24,16,32,交通意外,界限街去觀塘,最新
